Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality,weighted_pollution,pm_fine_ratio,population_exposure
27.2,68.6,1.5,11.8,29.7,21.9,1.91,7.9,410,Poor,12.270000000000001,0.1271186440677966,27392.100000000002
25.1,53.9,3.0,10.4,15.6,5.9,0.89,11.0,201,Good,8.030000000000001,0.28846153846153844,7193.79
27.1,87.7,23.2,36.1,24.4,10.5,1.55,6.0,376,Moderate,26.04,0.6426592797783933,36001.99999999999
33.7,83.3,10.2,32.2,33.6,27.7,2.53,11.9,541,Poor,23.23,0.31677018633540366,57470.43000000001
34.8,71.8,43.9,67.2,42.7,25.6,2.39,14.3,501,Poor,48.82,0.6532738095238094,91076.78999999998
24.4,65.5,2.5,9.2,19.2,6.1,1.12,11.5,393,Good,8.209999999999999,0.27173913043478265,14981.16
18.7,66.1,45.5,51.5,22.7,6.3,1.03,17.2,384,Good,38.82,0.883495145631068,48779.520000000004
30.4,102.2,24.6,30.2,35.0,19.3,1.93,5.5,758,Poor,27.83,0.8145695364238411,84160.74
28.5,53.4,19.2,25.1,13.5,2.8,1.0,14.6,262,Good,18.19,0.7649402390438246,16139.199999999999
24.6,78.6,8.0,12.4,23.1,4.4,0.98,10.1,501,Good,11.979999999999999,0.6451612903225806,24488.879999999997
25.2,75.0,20.4,25.4,13.9,4.9,0.91,10.2,390,Good,19.049999999999997,0.8031496062992126,25548.899999999998
36.1,87.2,76.7,98.2,35.3,27.6,2.5,3.5,771,Hazardous,69.96000000000001,0.7810590631364562,185271.30000000002
34.6,71.4,20.4,32.4,22.9,7.0,1.64,7.6,514,Moderate,23.16,0.6296296296296297,43350.759999999995
26.5,82.2,23.9,34.0,19.7,5.7,1.31,5.2,438,Moderate,24.27,0.7029411764705882,37059.18
22.7,80.1,0.2,14.0,20.6,11.9,1.51,5.0,376,Moderate,9.59,0.014285714285714287,18126.96
22.2,60.1,19.6,22.5,17.6,7.5,0.97,12.1,558,Good,18.86,0.8711111111111112,38038.86
34.2,93.5,65.0,77.5,26.1,13.1,1.3,5.6,438,Moderate,55.78,0.8387096774193549,80154.0
21.7,61.4,0.6,4.7,13.0,4.5,1.12,12.2,489,Good,4.7,0.1276595744680851,11696.880000000001
32.7,68.5,0.8,13.2,18.2,4.6,1.38,12.3,478,Moderate,8.379999999999999,0.060606060606060615,18250.04
26.7,65.2,2.7,7.0,17.6,6.8,1.02,11.1,510,Good,7.380000000000001,0.38571428571428573,17911.2
39.3,96.3,25.2,62.4,34.3,29.0,2.23,4.1,623,Hazardous,38.559999999999995,0.40384615384615385,95399.98999999998
32.3,75.4,81.6,111.5,35.8,17.3,1.84,4.5,454,Poor,74.98,0.7318385650224215,112610.16
26.0,52.7,3.0,11.4,16.9,3.8,0.92,10.5,457,Good,8.38,0.2631578947368421,16461.14
23.3,66.1,0.8,5.2,18.4,5.7,0.89,10.3,492,Good,6.13,0.15384615384615385,15247.08
23.6,67.4,17.9,28.8,25.6,7.3,1.71,6.2,670,Moderate,21.650000000000002,0.6215277777777777,54477.69999999999
26.4,64.0,25.7,31.6,32.1,12.5,1.64,10.0,589,Moderate,27.430000000000003,0.8132911392405062,60985.060000000005
39.4,80.3,37.6,53.3,39.0,13.6,1.99,4.4,448,Poor,40.19,0.7054409005628518,65179.520000000004
30.6,57.1,6.5,16.8,21.0,8.8,1.74,5.3,543,Moderate,12.72,0.38690476190476186,29778.120000000003
33.8,84.6,8.0,23.7,27.8,12.0,2.94,3.6,839,Hazardous,17.07,0.33755274261603374,62455.159999999996
30.8,83.8,0.1,1.3,32.5,5.1,1.53,5.7,601,Moderate,7.4399999999999995,0.07692307692307693,24358.530000000002
27.3,47.6,17.0,23.5,12.9,2.5,0.93,10.7,571,Good,16.68,0.723404255319149,32449.93
25.0,82.2,34.6,40.2,10.8,10.3,1.01,14.2,608,Good,29.090000000000003,0.8606965174129353,58921.280000000006
41.0,98.3,96.1,122.2,47.2,27.7,2.97,4.1,686,Hazardous,87.30999999999999,0.7864157119476268,203172.62000000002
28.8,58.0,3.7,3.6,24.5,3.1,1.11,10.9,519,Good,7.770000000000001,1.027777777777778,18689.19
23.1,53.9,9.2,12.1,15.8,0.5,0.99,10.6,365,Good,10.52,0.7603305785123966,14085.349999999999
27.4,67.3,41.8,52.9,22.4,12.4,1.65,9.6,446,Moderate,38.309999999999995,0.7901701323251418,58492.9
39.2,77.0,121.6,121.2,30.1,22.4,2.8,8.1,734,Hazardous,93.25999999999999,1.0033003300330032,218805.40000000002
56.0,53.6,6.0,21.7,40.5,9.1,2.46,9.0,718,Poor,17.919999999999998,0.2764976958525346,57267.67999999999
43.2,64.6,31.2,48.6,36.7,14.7,2.3,3.4,540,Poor,35.870000000000005,0.6419753086419753,72090.0
42.4,102.6,18.2,38.5,46.7,6.6,2.67,9.5,720,Hazardous,28.830000000000002,0.4727272727272727,81122.4
42.6,99.7,18.3,34.1,35.9,34.6,2.61,3.4,832,Hazardous,28.19,0.5366568914956011,104424.32
26.1,67.9,19.4,21.4,16.0,-1.4,1.11,13.4,528,Good,17.24,0.9065420560747663,29837.28
26.8,88.6,16.0,28.5,44.6,19.1,2.13,6.7,484,Poor,25.779999999999998,0.5614035087719298,53399.72
25.4,83.8,21.0,27.7,22.3,11.3,1.3,16.0,388,Moderate,22.3,0.7581227436823105,32436.8
23.3,48.0,10.8,16.7,22.9,3.2,0.97,11.0,272,Good,14.23,0.6467065868263474,14843.039999999997
40.1,58.4,5.0,13.4,27.5,10.3,1.91,4.7,616,Poor,12.549999999999999,0.3731343283582089,35795.76
47.0,66.5,44.2,78.1,46.5,20.9,1.91,5.4,673,Hazardous,52.5,0.5659411011523688,128953.52999999998
36.0,59.4,18.1,20.1,29.2,10.0,1.29,13.4,527,Moderate,20.11,0.900497512437811,41469.630000000005
42.5,109.7,19.8,45.8,24.2,18.3,2.81,4.9,873,Hazardous,28.33,0.4323144104803494,96824.43
28.7,60.5,14.2,16.3,23.6,3.1,1.09,13.3,454,Good,15.600000000000001,0.8711656441717791,26463.660000000003
40.9,106.7,156.8,172.3,30.5,24.7,1.7,5.0,862,Hazardous,122.98,0.910040626813697,332732.0
23.5,41.3,5.4,8.4,24.9,7.9,1.12,10.7,360,Good,10.45,0.6428571428571429,17179.2
25.7,46.4,1.3,5.7,24.6,8.5,0.92,11.1,494,Good,8.0,0.22807017543859648,20263.88
35.5,82.5,2.5,13.1,21.4,11.7,1.33,6.2,692,Moderate,10.38,0.19083969465648856,34620.759999999995
19.5,51.5,2.1,9.5,17.0,2.8,0.95,11.9,471,Good,7.370000000000001,0.2210526315789474,15236.85
32.3,69.0,1.1,13.5,23.9,9.9,1.39,5.8,461,Moderate,10.26,0.08148148148148149,22953.19
25.5,68.4,54.1,64.4,30.8,0.7,1.81,5.7,671,Poor,47.190000000000005,0.8400621118012421,101864.51
37.5,58.7,5.6,22.7,22.0,9.2,1.56,9.6,467,Moderate,14.37,0.24669603524229075,28515.02
28.0,45.1,12.5,13.4,26.1,6.5,0.94,10.3,409,Good,14.89,0.9328358208955224,24310.96
27.8,53.7,7.8,16.9,29.7,7.9,1.31,5.6,613,Moderate,14.919999999999998,0.46153846153846156,38992.93
26.3,49.5,1.6,5.6,22.0,1.2,1.05,11.2,207,Good,6.840000000000001,0.28571428571428575,6510.15
39.0,77.2,37.9,52.4,47.7,18.9,1.7,5.2,617,Poor,42.31,0.7232824427480916,97856.19999999998
37.1,58.0,15.9,19.3,27.0,16.2,1.18,7.2,403,Moderate,19.17,0.8238341968911918,32070.740000000005
39.3,79.9,2.4,23.6,54.1,30.2,2.54,5.2,733,Hazardous,21.88,0.10169491525423728,82711.72000000002
22.3,68.0,28.8,43.1,29.5,13.8,1.97,9.0,612,Moderate,31.73,0.6682134570765661,71708.04000000001
28.0,52.5,7.1,15.8,24.7,2.4,1.0,13.2,554,Good,12.76,0.4493670886075949,28254.0
25.5,59.8,7.7,13.1,16.4,2.6,1.05,13.0,244,Good,10.549999999999999,0.5877862595419847,9967.399999999998
24.9,93.1,12.5,18.1,25.0,2.9,2.26,8.6,473,Poor,15.719999999999999,0.6906077348066297,28739.48
40.4,79.3,29.1,43.9,31.1,18.0,1.85,6.6,615,Poor,32.83,0.662870159453303,76229.25
31.2,65.8,7.1,16.2,22.4,5.3,1.4,6.0,495,Moderate,12.709999999999999,0.4382716049382716,25938.0
30.9,92.5,24.3,29.7,34.9,18.0,1.64,9.1,678,Poor,27.410000000000004,0.8181818181818182,73590.12000000001
21.4,49.5,7.6,15.3,22.7,7.8,0.92,12.5,576,Good,12.95,0.4967320261437908,31288.32
34.4,86.5,52.9,63.7,25.5,8.0,1.78,7.6,375,Moderate,46.169999999999995,0.8304552590266875,56955.0
30.1,59.5,3.9,8.3,19.6,-0.4,1.0,15.3,488,Good,7.930000000000001,0.4698795180722891,15811.200000000003
40.7,67.9,12.1,30.6,35.9,18.9,2.24,5.5,504,Poor,23.09,0.3954248366013072,50268.96
19.8,61.8,20.4,28.4,25.2,5.4,1.07,11.8,504,Good,22.259999999999998,0.7183098591549295,40556.87999999999
23.6,53.4,13.5,20.5,15.8,2.5,0.98,11.3,235,Good,14.96,0.6585365853658537,12520.8
32.9,62.6,17.1,30.6,21.9,14.6,1.4,5.2,533,Moderate,21.86,0.5588235294117647,45624.8
25.7,77.2,87.5,98.2,27.9,12.0,2.49,5.0,541,Poor,71.24000000000001,0.8910386965376782,123396.69
42.1,74.2,0.7,16.8,32.9,31.7,2.73,3.3,526,Hazardous,15.07,0.041666666666666664,44620.58
23.0,38.2,22.6,27.7,15.7,6.9,1.11,10.2,340,Good,21.180000000000003,0.8158844765342961,25163.399999999998
27.2,46.0,4.5,8.3,24.2,6.1,1.06,12.5,545,Good,9.739999999999998,0.5421686746987951,24067.199999999997
39.0,107.1,23.9,45.0,46.1,25.8,2.65,3.4,756,Hazardous,34.86,0.5311111111111111,108448.20000000001
31.3,68.3,26.6,31.6,40.1,19.8,1.51,10.4,568,Poor,30.12,0.8417721518987342,67938.48
22.3,59.6,17.9,23.5,27.9,5.8,1.01,10.0,359,Good,20.369999999999997,0.7617021276595745,27323.49
57.7,77.3,22.8,42.8,33.2,20.4,3.03,3.9,810,Hazardous,30.64,0.5327102803738318,99006.3
25.2,66.5,20.7,25.0,24.3,4.0,0.88,14.2,297,Good,21.04,0.828,22239.359999999997
22.6,76.7,1.2,6.5,20.9,6.7,1.22,10.7,565,Good,7.279999999999999,0.1846153846153846,20633.8
40.2,84.8,61.2,77.0,35.2,3.9,1.82,2.8,905,Hazardous,55.01,0.7948051948051948,162103.6
35.1,61.5,26.0,46.4,32.0,15.0,1.55,10.5,731,Poor,32.22,0.560344827586207,88414.45
26.8,54.3,25.1,33.7,27.1,6.3,1.61,9.7,632,Moderate,26.200000000000003,0.744807121661721,59287.92000000001
34.2,99.4,8.9,32.0,32.3,7.9,1.71,3.3,601,Poor,20.41,0.278125,49768.80999999999
32.5,74.3,5.0,18.7,32.3,15.5,1.83,4.8,769,Poor,15.620000000000001,0.26737967914438504,56390.77
35.7,102.1,39.7,49.8,19.5,13.0,2.04,7.2,472,Poor,36.019999999999996,0.7971887550200805,58546.880000000005
25.8,47.3,9.4,16.9,34.1,6.4,1.92,5.3,367,Moderate,16.29,0.5562130177514794,25220.239999999998
26.7,72.9,28.7,30.2,32.9,6.4,1.65,8.1,688,Moderate,27.759999999999998,0.9503311258278145,68696.8
50.4,93.5,17.1,33.7,42.7,17.6,2.56,3.1,610,Hazardous,27.250000000000004,0.5074183976261127,69332.6
43.4,88.4,35.6,48.0,39.4,14.4,1.78,4.6,639,Poor,37.96,0.7416666666666667,88936.02
26.8,63.4,13.8,21.4,18.8,2.8,1.0,10.3,303,Good,15.979999999999999,0.6448598130841122,17513.399999999998
22.6,47.1,3.1,9.8,11.3,7.8,1.06,14.4,351,Good,7.22,0.31632653061224486,11604.060000000001
25.9,71.3,2.5,4.7,13.3,3.9,1.09,15.4,229,Good,5.46,0.5319148936170213,5837.21
25.3,42.3,10.7,13.0,11.9,2.3,1.0,10.2,381,Good,10.790000000000001,0.823076923076923,14820.9
25.6,74.7,3.7,8.6,20.2,1.0,0.84,14.9,287,Good,8.2,0.4302325581395349,9855.580000000002
20.7,80.4,7.4,19.8,25.5,7.9,1.01,5.5,573,Moderate,14.79,0.37373737373737376,35302.53
41.9,100.5,93.8,116.9,41.8,4.7,2.75,6.9,827,Hazardous,81.42,0.8023952095808382,214978.65
27.8,70.8,3.0,20.7,30.8,17.7,2.02,3.5,502,Poor,15.34,0.14492753623188406,37258.44
23.1,60.0,86.4,95.6,28.8,7.9,1.11,5.5,506,Moderate,69.79,0.9037656903765692,111223.86000000002
30.5,82.0,13.4,26.6,29.8,12.4,1.71,4.0,473,Poor,20.54,0.5037593984962406,39689.43
21.6,61.6,1.1,6.8,16.2,5.9,1.01,15.6,398,Good,6.3100000000000005,0.16176470588235295,12341.980000000001
26.8,52.0,14.8,20.5,26.8,2.2,0.76,10.9,395,Good,17.65,0.7219512195121952,25698.7
20.2,58.7,49.8,55.5,25.3,6.3,0.94,15.1,589,Good,42.260000000000005,0.8972972972972972,81187.76
28.3,80.8,3.3,7.9,19.8,2.0,0.92,10.9,253,Good,7.8500000000000005,0.4177215189873417,8581.76
26.7,50.1,33.2,43.6,26.9,11.5,1.23,10.8,651,Moderate,32.89,0.7614678899082569,75795.93000000001
26.5,69.5,4.0,11.9,24.9,5.0,0.98,13.8,304,Good,10.65,0.3361344537815126,14221.119999999999
32.4,63.5,6.4,14.7,38.5,11.4,1.81,3.8,501,Poor,15.81,0.435374149659864,36477.81
28.6,72.9,13.8,19.3,19.7,2.9,0.98,10.4,575,Good,15.54,0.7150259067357513,32591.0
30.5,58.2,11.8,24.8,22.9,15.9,1.52,5.1,431,Moderate,18.330000000000002,0.47580645161290325,33152.520000000004
39.3,94.3,8.0,31.4,47.5,19.8,1.79,4.1,827,Poor,24.1,0.25477707006369427,89721.23000000001
25.2,71.5,3.5,9.0,11.3,5.6,0.88,10.0,393,Good,6.919999999999999,0.3888888888888889,11900.04
33.5,110.4,34.0,49.8,30.4,2.6,2.06,4.2,706,Poor,34.879999999999995,0.6827309236947792,83915.15999999999
21.4,78.9,0.5,6.7,13.1,1.9,1.02,10.7,579,Good,5.0200000000000005,0.07462686567164178,13444.38
24.3,67.0,1.0,4.1,22.2,3.3,0.86,10.9,530,Good,6.4,0.24390243902439027,16673.8
26.2,60.3,19.1,22.0,15.0,5.1,0.84,13.5,466,Good,17.750000000000004,0.8681818181818183,28910.640000000003
29.8,74.1,1.9,6.8,26.0,4.2,0.94,10.7,250,Good,8.42,0.27941176470588236,9959.999999999998
35.9,77.2,14.9,21.1,29.4,12.3,1.5,5.4,489,Moderate,19.400000000000002,0.7061611374407583,38728.799999999996
35.4,54.8,2.3,6.2,16.5,7.2,1.03,10.9,490,Good,6.8,0.3709677419354838,16282.700000000003
37.2,87.6,1.3,14.3,32.3,1.1,1.7,3.4,663,Poor,11.379999999999999,0.09090909090909091,33614.1
21.3,91.2,3.0,18.5,37.5,14.2,2.76,3.2,764,Hazardous,15.67,0.16216216216216217,58033.44000000001
25.6,78.5,7.8,12.4,13.6,6.1,0.89,10.1,398,Good,10.17,0.6290322580645161,16234.42
34.9,59.2,31.4,41.2,25.3,16.4,1.55,7.2,570,Moderate,31.620000000000005,0.762135922330097,66034.5
32.0,69.6,8.1,23.1,33.8,7.5,1.48,10.0,575,Moderate,17.68,0.3506493506493506,42538.5
24.2,58.7,15.8,18.8,28.3,6.3,0.84,14.0,243,Good,18.25,0.8404255319148937,17019.72
39.0,76.1,9.4,22.0,37.0,14.4,2.45,6.2,533,Hazardous,19.2,0.4272727272727273,45438.25
30.6,71.9,7.7,21.3,16.9,3.5,1.73,5.6,593,Moderate,13.199999999999998,0.3615023474178404,30320.089999999997
31.9,61.4,29.5,31.9,28.7,-0.3,1.06,11.1,212,Good,27.08,0.9247648902821317,19262.32
39.3,63.5,135.7,148.8,28.1,16.1,2.05,3.9,714,Poor,106.15,0.9119623655913977,236155.50000000003
44.0,111.0,20.6,39.6,34.3,6.6,1.95,4.2,741,Poor,27.64,0.5202020202020202,76360.05
22.2,74.9,0.2,3.5,16.5,4.4,0.88,10.8,243,Good,4.870000000000001,0.05714285714285715,6191.64
28.9,55.0,0.9,7.3,18.2,5.9,1.11,11.3,469,Good,6.779999999999999,0.12328767123287672,15669.289999999999
33.0,87.8,18.1,27.3,19.4,12.2,1.78,5.2,529,Moderate,20.529999999999998,0.6630036630036631,41674.62
31.4,53.2,18.5,27.9,28.9,13.0,1.42,5.7,319,Moderate,22.85,0.6630824372759857,28620.68
42.7,111.0,33.8,50.7,41.3,21.0,2.52,4.2,516,Hazardous,39.09,0.6666666666666665,77049.12000000001
26.3,66.5,14.7,24.2,14.6,4.2,1.06,15.6,373,Good,16.480000000000004,0.6074380165289256,21917.480000000003
30.9,62.0,3.5,7.3,31.0,10.4,1.36,5.0,297,Moderate,10.829999999999998,0.4794520547945206,15907.320000000002
34.7,79.4,64.5,88.3,36.1,20.4,3.1,10.1,425,Hazardous,61.55,0.7304643261608155,90270.0
20.1,64.4,1.5,8.0,14.0,7.6,0.85,10.8,512,Good,6.5600000000000005,0.1875,16358.400000000001
28.7,80.3,26.8,41.0,32.8,7.2,1.65,8.8,249,Moderate,30.299999999999997,0.6536585365853659,27253.05
20.6,65.7,19.0,28.4,29.1,14.1,1.45,8.0,683,Moderate,23.35,0.6690140845070423,62870.15
31.0,89.4,10.8,17.3,31.3,3.3,2.01,5.9,435,Moderate,16.1,0.6242774566473989,28148.850000000002
28.8,71.7,20.0,25.6,16.7,6.1,0.97,11.9,539,Good,19.63,0.78125,37390.43
31.3,86.0,60.5,65.1,29.3,1.7,1.68,7.8,655,Moderate,49.760000000000005,0.9293394777265745,103673.4
24.6,65.7,0.7,3.7,15.4,5.5,1.08,10.4,211,Good,5.0200000000000005,0.18918918918918917,5566.18
23.3,48.6,18.3,24.0,20.1,5.1,1.14,10.2,263,Good,19.05,0.7625000000000001,18052.32
23.2,78.4,16.8,19.3,23.9,7.9,1.44,11.4,456,Moderate,18.080000000000002,0.8704663212435233,31619.04
30.4,68.6,15.4,29.7,31.0,11.3,2.06,3.6,609,Poor,22.4,0.5185185185185185,54481.14000000001
20.5,61.9,2.6,4.7,24.8,5.4,0.97,11.3,296,Good,7.950000000000001,0.5531914893617021,11387.119999999999
32.3,65.7,8.7,19.1,28.3,11.6,1.36,6.4,322,Moderate,16.03,0.4554973821989528,22237.32
25.9,49.6,1.0,12.6,23.0,16.9,1.96,5.5,592,Moderate,10.47,0.07936507936507936,32832.32
24.6,55.8,14.6,24.1,26.0,12.3,1.93,5.7,579,Moderate,19.5,0.6058091286307054,45700.47
26.9,81.0,8.9,15.8,27.3,9.5,1.39,5.9,620,Moderate,14.71,0.5632911392405063,38991.8
41.9,79.0,28.6,45.1,49.6,19.1,2.48,4.8,886,Hazardous,36.8,0.6341463414634146,128363.68
36.7,81.0,28.5,43.7,22.6,19.7,1.91,5.6,628,Poor,31.0,0.6521739130434783,73105.48
45.9,87.5,25.7,49.6,46.2,22.1,2.86,3.5,571,Hazardous,36.61,0.5181451612903225,83628.66000000002
39.3,59.3,3.3,14.2,22.5,18.6,2.12,4.4,775,Poor,11.940000000000001,0.2323943661971831,47058.0
22.1,47.8,9.3,14.9,24.4,7.0,1.06,10.5,578,Good,13.77,0.6241610738255033,32749.480000000003
32.7,77.8,2.9,11.1,27.8,12.3,1.86,5.7,426,Poor,11.280000000000001,0.26126126126126126,23838.96
34.7,85.2,30.0,42.1,36.6,5.2,1.55,7.6,448,Moderate,32.470000000000006,0.7125890736342042,51721.6
21.3,58.5,14.1,20.9,22.7,3.6,1.01,11.6,567,Good,16.81,0.6746411483253589,35329.77
29.8,61.0,12.4,18.5,21.8,4.8,0.94,10.4,490,Good,15.350000000000001,0.6702702702702703,28635.6
45.4,82.6,12.9,29.4,41.6,14.1,2.29,5.1,841,Poor,23.709999999999997,0.4387755102040817,84343.89
29.5,82.2,40.6,50.6,25.0,13.1,1.7,6.6,591,Moderate,37.730000000000004,0.8023715415019763,77421.0
22.9,51.9,5.5,9.6,24.2,6.9,1.15,10.3,345,Good,10.61,0.5729166666666667,16335.75
43.1,116.3,104.3,136.6,36.6,15.8,3.72,5.4,688,Hazardous,91.59999999999998,0.7635431918008785,204349.76000000004
23.5,43.0,14.6,19.0,23.1,1.7,1.14,12.7,297,Good,16.330000000000002,0.7684210526315789,17683.38
24.5,59.7,2.8,8.4,19.1,4.3,0.85,10.3,432,Good,7.89,0.3333333333333333,15314.400000000001
23.7,46.8,1.2,6.6,23.4,3.1,1.07,10.4,531,Good,7.449999999999999,0.18181818181818182,18781.469999999998
33.9,75.6,9.0,20.9,32.1,20.4,2.36,3.4,511,Poor,18.33,0.430622009569378,43312.36
23.0,70.8,1.2,5.8,22.1,6.7,0.88,12.7,266,Good,7.3100000000000005,0.20689655172413793,9756.88
24.0,64.1,21.4,27.3,22.6,5.7,0.94,10.3,296,Good,21.84,0.7838827838827838,23070.239999999998
33.4,50.3,36.7,43.4,35.6,5.3,1.31,5.4,443,Moderate,35.35000000000001,0.8456221198156683,54183.33
35.4,71.3,6.3,19.7,34.4,19.2,2.35,5.4,714,Poor,17.229999999999997,0.3197969543147208,58512.29999999999
27.0,54.6,3.7,10.1,15.1,3.1,0.85,15.9,312,Good,7.84,0.3663366336633664,10249.2
26.2,80.8,13.3,15.8,26.0,7.3,0.98,11.8,602,Good,15.990000000000002,0.8417721518987342,38154.759999999995
22.1,56.3,6.8,13.1,25.6,1.5,1.01,11.6,535,Good,11.920000000000002,0.5190839694656488,25685.35
43.7,66.8,33.4,36.4,34.5,8.0,1.79,4.7,608,Poor,31.98,0.9175824175824175,69366.72
46.1,80.1,7.7,10.4,34.4,30.5,1.85,5.7,771,Hazardous,16.13,0.7403846153846154,65419.35
34.9,65.4,16.7,27.2,18.4,12.1,1.67,9.8,351,Moderate,19.73,0.6139705882352942,26700.570000000003
26.2,74.2,5.5,11.7,17.3,3.6,0.83,10.2,383,Good,9.53,0.47008547008547014,14910.19
39.7,79.0,46.0,74.8,46.3,14.9,2.24,5.9,730,Hazardous,51.59,0.6149732620320856,134495.2
24.0,49.5,4.8,15.5,19.6,7.2,1.02,10.2,608,Good,11.21,0.3096774193548387,29256.960000000003
24.7,57.2,10.1,14.7,20.9,3.9,1.1,10.3,355,Good,13.02,0.6870748299319728,17998.5
25.5,56.8,5.6,11.7,24.9,2.5,1.09,11.2,507,Good,10.98,0.47863247863247865,23215.53
24.5,65.2,25.0,28.4,22.0,3.8,0.96,11.7,217,Good,23.3,0.8802816901408451,17394.719999999998
19.8,60.6,15.0,21.7,22.9,3.9,0.99,10.4,382,Good,17.48,0.6912442396313364,24635.179999999997
41.9,84.4,75.7,99.5,30.0,17.5,2.32,3.0,680,Hazardous,67.88,0.7608040201005025,153013.59999999998
26.4,51.5,24.8,27.2,21.8,3.7,0.93,13.7,215,Good,22.810000000000002,0.911764705882353,16862.45
37.1,70.6,9.6,28.2,33.2,5.2,2.49,3.7,711,Poor,19.459999999999997,0.3404255319148936,55948.59
25.7,68.2,0.7,8.1,22.4,5.3,1.04,13.4,523,Good,7.72,0.08641975308641975,19633.42
30.3,91.8,1.0,18.8,23.1,4.4,1.31,5.9,359,Moderate,11.1,0.05319148936170213,17450.99
23.9,62.4,0.8,13.0,26.1,7.2,1.56,6.1,497,Moderate,10.160000000000002,0.06153846153846154,24184.02
28.3,51.1,63.7,75.6,32.3,16.4,1.57,7.6,648,Moderate,56.26,0.8425925925925927,122841.36
29.3,92.0,18.4,42.3,32.0,26.4,3.1,3.9,515,Hazardous,29.089999999999996,0.43498817966903075,62932.99999999999
22.3,73.0,0.1,8.4,20.7,3.6,1.18,10.3,471,Good,7.06,0.011904761904761904,16004.579999999998
29.0,64.4,23.5,23.1,35.1,17.3,2.13,5.0,560,Poor,25.080000000000002,1.0173160173160172,56632.799999999996
20.1,67.0,1.9,8.8,26.6,6.5,1.06,12.6,383,Good,9.370000000000001,0.21590909090909088,17181.38
43.8,103.9,12.2,32.6,43.2,25.5,3.36,6.4,722,Hazardous,25.85,0.3742331288343558,84372.92
22.8,62.2,21.4,29.9,23.0,0.5,1.46,6.8,638,Moderate,22.180000000000003,0.7157190635451505,48653.88
30.4,66.4,1.1,0.0,24.0,4.3,0.96,11.1,214,Good,5.670000000000001,inf,6497.04
29.4,85.8,90.1,94.2,30.5,10.7,1.35,5.6,366,Moderate,71.46999999999998,0.9564755838641188,83027.09999999999
25.6,61.4,8.9,8.8,18.1,5.4,1.07,12.1,593,Good,10.360000000000003,1.0113636363636362,25066.11
29.4,93.3,149.1,168.1,34.9,11.7,1.79,4.2,793,Poor,118.22,0.8869720404521119,289912.87
28.6,65.4,12.2,14.7,30.5,9.2,1.56,10.3,322,Moderate,16.310000000000002,0.8299319727891157,21947.52
29.8,76.9,5.1,11.5,29.6,3.9,1.61,5.6,358,Moderate,11.8,0.4434782608695652,18512.18
22.2,46.8,0.9,5.7,24.3,5.7,0.93,15.6,245,Good,7.5,0.15789473684210525,9194.85
26.9,52.2,9.1,17.4,28.0,3.0,0.96,12.1,263,Good,14.760000000000002,0.5229885057471264,15374.98
22.8,57.6,7.4,12.6,17.5,7.7,0.86,11.5,509,Good,11.01,0.5873015873015873,23444.54
19.8,76.1,15.9,20.4,25.3,4.2,1.01,10.3,357,Good,17.96,0.7794117647058825,23851.170000000002
19.8,54.8,4.6,17.5,24.3,14.5,1.52,5.6,637,Moderate,13.399999999999999,0.26285714285714284,39761.54000000001
20.1,55.0,8.5,10.7,24.6,6.3,1.07,17.2,431,Good,12.160000000000002,0.7943925233644861,22054.27
33.0,62.1,12.9,30.8,35.3,6.5,2.28,6.6,651,Poor,22.11,0.41883116883116883,57144.78
30.8,60.9,7.2,20.0,36.1,13.7,1.37,5.1,342,Moderate,17.470000000000002,0.36,26802.54
41.9,85.5,32.2,37.1,40.9,21.9,2.07,6.1,579,Poor,34.38,0.8679245283018868,77684.43000000001
41.4,79.4,28.4,40.4,28.0,17.8,1.15,6.4,538,Moderate,30.86,0.7029702970297029,62273.5
34.4,107.9,18.7,33.4,37.1,15.3,1.99,5.4,388,Poor,26.450000000000003,0.5598802395209581,41318.119999999995
36.4,78.0,31.2,47.9,30.4,6.8,2.07,4.4,656,Poor,33.61,0.651356993736952,77650.71999999999
41.9,98.7,99.2,115.1,54.9,20.5,2.62,3.0,708,Hazardous,87.24000000000001,0.8618592528236317,206962.56
24.3,49.0,14.6,21.3,21.8,5.4,0.96,11.8,441,Good,17.13,0.6854460093896714,28250.459999999995
23.4,65.6,8.9,10.0,27.0,6.3,1.03,10.5,322,Good,12.590000000000002,0.89,17140.06
22.6,74.6,3.4,16.0,17.5,4.9,1.6,6.2,718,Moderate,10.15,0.2125,31161.2
25.6,73.6,4.9,9.3,23.1,-0.1,1.08,18.8,547,Good,9.360000000000001,0.5268817204301075,20939.16
29.5,62.5,55.2,63.2,30.6,25.9,1.84,3.4,688,Poor,49.750000000000014,0.8734177215189873,121597.12000000001
31.6,86.5,17.9,23.5,28.0,8.6,1.72,5.4,370,Moderate,20.67,0.7617021276595745,29496.399999999998
46.4,85.3,11.0,31.5,49.6,11.5,2.89,8.4,848,Hazardous,24.92,0.3492063492063492,90303.51999999999
30.0,67.1,47.1,61.3,22.1,7.3,1.82,5.7,639,Moderate,42.379999999999995,0.7683523654159871,89217.18000000001
20.2,47.0,10.4,16.1,12.3,1.7,1.14,12.3,215,Good,11.620000000000001,0.6459627329192547,8952.6
20.0,78.2,1.8,5.5,13.9,7.8,1.03,11.1,560,Good,5.930000000000001,0.32727272727272727,16816.8
